time_0,x_0,y_0,time_1,x_1,y_1,time_2,x_2,y_2,time_3,x_3,y_3,time_4,x_4,y_4,time_5,x_5,y_5,time_6,x_6,y_6
1.000000000000000000e+01,8.525000000000000355e-01,1.024999999999999939e-01,1.000000000000000000e+01,8.024999999999999911e-01,1.524999999999999967e-01,1.000000000000000000e+01,8.024999999999999911e-01,1.524999999999999967e-01,1.000000000000000000e+01,8.525000000000000355e-01,2.025000000000000133e-01,1.000000000000000000e+01,8.525000000000000355e-01,1.024999999999999939e-01,1.000000000000000000e+01,8.024999999999999911e-01,1.524999999999999967e-01,1.000000000000000000e+01,8.024999999999999911e-01,1.524999999999999967e-01
1.100000000000000000e+01,8.475000000000000311e-01,1.024999999999999939e-01,1.100000000000000000e+01,7.974999999999999867e-01,1.524999999999999967e-01,1.100000000000000000e+01,7.974999999999999867e-01,1.524999999999999967e-01,1.100000000000000000e+01,8.525000000000000355e-01,2.074999999999999900e-01,1.100000000000000000e+01,8.525000000000000355e-01,9.750000000000000333e-02,1.100000000000000000e+01,7.974999999999999867e-01,1.524999999999999967e-01,1.100000000000000000e+01,7.974999999999999867e-01,1.524999999999999967e-01
1.200000000000000000e+01,8.475000000000000311e-01,9.750000000000000333e-02,1.200000000000000000e+01,7.924999999999999822e-01,1.524999999999999967e-01,1.200000000000000000e+01,7.924999999999999822e-01,1.524999999999999967e-01,1.200000000000000000e+01,8.525000000000000355e-01,2.124999999999999944e-01,1.200000000000000000e+01,8.475000000000000311e-01,9.750000000000000333e-02,1.200000000000000000e+01,7.924999999999999822e-01,1.524999999999999967e-01,1.200000000000000000e+01,7.924999999999999822e-01,1.524999999999999967e-01
1.300000000000000000e+01,8.475000000000000311e-01,9.249999999999999889e-02,1.300000000000000000e+01,7.874999999999999778e-01,1.524999999999999967e-01,1.300000000000000000e+01,7.874999999999999778e-01,1.524999999999999967e-01,1.300000000000000000e+01,8.525000000000000355e-01,2.174999999999999989e-01,1.300000000000000000e+01,8.425000000000000266e-01,9.750000000000000333e-02,1.300000000000000000e+01,7.874999999999999778e-01,1.524999999999999967e-01,1.300000000000000000e+01,7.874999999999999778e-01,1.524999999999999967e-01
1.400000000000000000e+01,8.475000000000000311e-01,8.749999999999999445e-02,1.400000000000000000e+01,7.824999999999999734e-01,1.524999999999999967e-01,1.400000000000000000e+01,7.824999999999999734e-01,1.524999999999999967e-01,1.400000000000000000e+01,8.525000000000000355e-01,2.225000000000000033e-01,1.400000000000000000e+01,8.375000000000000222e-01,9.750000000000000333e-02,1.400000000000000000e+01,7.824999999999999734e-01,1.524999999999999967e-01,1.400000000000000000e+01,7.824999999999999734e-01,1.524999999999999967e-01
1.500000000000000000e+01,8.475000000000000311e-01,8.250000000000000389e-02,1.500000000000000000e+01,7.774999999999999689e-01,1.524999999999999967e-01,1.500000000000000000e+01,7.774999999999999689e-01,1.524999999999999967e-01,1.500000000000000000e+01,8.525000000000000355e-01,2.275000000000000078e-01,1.500000000000000000e+01,8.325000000000000178e-01,9.750000000000000333e-02,1.500000000000000000e+01,7.774999999999999689e-01,1.524999999999999967e-01,1.500000000000000000e+01,7.774999999999999689e-01,1.524999999999999967e-01
1.600000000000000000e+01,8.475000000000000311e-01,7.749999999999999944e-02,1.600000000000000000e+01,7.724999999999999645e-01,1.524999999999999967e-01,1.600000000000000000e+01,7.724999999999999645e-01,1.524999999999999967e-01,1.600000000000000000e+01,8.525000000000000355e-01,2.325000000000000122e-01,1.600000000000000000e+01,8.275000000000000133e-01,9.750000000000000333e-02,1.600000000000000000e+01,7.724999999999999645e-01,1.524999999999999967e-01,1.600000000000000000e+01,7.724999999999999645e-01,1.524999999999999967e-01
1.700000000000000000e+01,8.475000000000000311e-01,7.249999999999999500e-02,1.700000000000000000e+01,7.674999999999999600e-01,1.524999999999999967e-01,1.700000000000000000e+01,7.674999999999999600e-01,1.524999999999999967e-01,1.700000000000000000e+01,8.525000000000000355e-01,2.374999999999999889e-01,1.700000000000000000e+01,8.225000000000000089e-01,9.750000000000000333e-02,1.700000000000000000e+01,7.674999999999999600e-01,1.524999999999999967e-01,1.700000000000000000e+01,7.674999999999999600e-01,1.524999999999999967e-01
1.800000000000000000e+01,8.475000000000000311e-01,6.750000000000000444e-02,1.800000000000000000e+01,7.624999999999999556e-01,1.524999999999999967e-01,1.800000000000000000e+01,7.624999999999999556e-01,1.524999999999999967e-01,1.800000000000000000e+01,8.525000000000000355e-01,2.424999999999999933e-01,1.800000000000000000e+01,8.175000000000000044e-01,9.750000000000000333e-02,1.800000000000000000e+01,7.624999999999999556e-01,1.524999999999999967e-01,1.800000000000000000e+01,7.624999999999999556e-01,1.524999999999999967e-01
1.900000000000000000e+01,8.475000000000000311e-01,6.250000000000000000e-02,1.900000000000000000e+01,7.574999999999999512e-01,1.524999999999999967e-01,1.900000000000000000e+01,7.574999999999999512e-01,1.524999999999999967e-01,1.900000000000000000e+01,8.525000000000000355e-01,2.474999999999999978e-01,1.900000000000000000e+01,8.125000000000000000e-01,9.750000000000000333e-02,1.900000000000000000e+01,7.574999999999999512e-01,1.524999999999999967e-01,1.900000000000000000e+01,7.574999999999999512e-01,1.524999999999999967e-01
2.000000000000000000e+01,8.475000000000000311e-01,5.750000000000000250e-02,2.000000000000000000e+01,7.524999999999999467e-01,1.524999999999999967e-01,2.000000000000000000e+01,7.524999999999999467e-01,1.524999999999999967e-01,2.000000000000000000e+01,8.525000000000000355e-01,2.525000000000000022e-01,2.000000000000000000e+01,8.074999999999999956e-01,9.750000000000000333e-02,2.000000000000000000e+01,7.524999999999999467e-01,1.524999999999999967e-01,2.000000000000000000e+01,7.524999999999999467e-01,1.524999999999999967e-01
2.100000000000000000e+01,8.475000000000000311e-01,5.249999999999999806e-02,2.100000000000000000e+01,7.475000000000000533e-01,1.524999999999999967e-01,2.100000000000000000e+01,7.475000000000000533e-01,1.524999999999999967e-01,2.100000000000000000e+01,8.525000000000000355e-01,2.575000000000000067e-01,2.100000000000000000e+01,8.024999999999999911e-01,9.750000000000000333e-02,2.100000000000000000e+01,7.475000000000000533e-01,1.524999999999999967e-01,2.100000000000000000e+01,7.475000000000000533e-01,1.524999999999999967e-01
2.200000000000000000e+01,8.425000000000000266e-01,5.249999999999999806e-02,2.200000000000000000e+01,7.425000000000000488e-01,1.524999999999999967e-01,2.200000000000000000e+01,7.425000000000000488e-01,1.524999999999999967e-01,2.200000000000000000e+01,8.525000000000000355e-01,2.625000000000000111e-01,2.200000000000000000e+01,7.974999999999999867e-01,9.750000000000000333e-02,2.200000000000000000e+01,7.425000000000000488e-01,1.524999999999999967e-01,2.200000000000000000e+01,7.425000000000000488e-01,1.524999999999999967e-01
