time,avg_buffer_pct
1.000000000000000000e+00,2.000000000000000111e-01
2.000000000000000000e+00,2.000000000000000111e-01
3.000000000000000000e+00,2.000000000000000111e-01
4.000000000000000000e+00,2.000000000000000111e-01
5.000000000000000000e+00,2.000000000000000111e-01
6.000000000000000000e+00,2.000000000000000111e-01
7.000000000000000000e+00,2.000000000000000111e-01
8.000000000000000000e+00,2.000000000000000111e-01
9.000000000000000000e+00,2.000000000000000111e-01
1.000000000000000000e+01,2.000000000000000111e-01
1.100000000000000000e+01,2.000000000000000111e-01
1.200000000000000000e+01,2.000000000000000111e-01
1.300000000000000000e+01,2.000000000000000111e-01
1.400000000000000000e+01,2.000000000000000111e-01
1.500000000000000000e+01,2.000000000000000111e-01
1.600000000000000000e+01,2.000000000000000111e-01
1.700000000000000000e+01,2.000000000000000111e-01
1.800000000000000000e+01,2.000000000000000111e-01
1.900000000000000000e+01,2.000000000000000111e-01
2.000000000000000000e+01,2.000000000000000111e-01
2.100000000000000000e+01,2.000000000000000111e-01
2.200000000000000000e+01,2.000000000000000111e-01
2.300000000000000000e+01,2.000000000000000111e-01
2.400000000000000000e+01,2.000000000000000111e-01
2.500000000000000000e+01,2.000000000000000111e-01
2.600000000000000000e+01,2.000000000000000111e-01
2.700000000000000000e+01,2.000000000000000111e-01
2.800000000000000000e+01,2.000000000000000111e-01
2.900000000000000000e+01,2.000000000000000111e-01
3.000000000000000000e+01,2.000000000000000111e-01
3.100000000000000000e+01,2.000000000000000111e-01
3.200000000000000000e+01,2.000000000000000111e-01
3.300000000000000000e+01,2.000000000000000111e-01
3.400000000000000000e+01,2.000000000000000111e-01
3.500000000000000000e+01,2.000000000000000111e-01
3.600000000000000000e+01,2.000000000000000111e-01
3.700000000000000000e+01,2.000000000000000111e-01
3.800000000000000000e+01,2.000000000000000111e-01
3.900000000000000000e+01,2.000000000000000111e-01
4.000000000000000000e+01,2.000000000000000111e-01
4.100000000000000000e+01,2.000000000000000111e-01
4.200000000000000000e+01,2.000000000000000111e-01
4.300000000000000000e+01,2.000000000000000111e-01
4.400000000000000000e+01,2.000000000000000111e-01
4.500000000000000000e+01,2.000000000000000111e-01
4.600000000000000000e+01,2.000000000000000111e-01
4.700000000000000000e+01,2.000000000000000111e-01
4.800000000000000000e+01,2.000000000000000111e-01
4.900000000000000000e+01,2.000000000000000111e-01
5.000000000000000000e+01,2.000000000000000111e-01
5.100000000000000000e+01,2.000000000000000111e-01
5.200000000000000000e+01,2.000000000000000111e-01
5.300000000000000000e+01,2.000000000000000111e-01
5.400000000000000000e+01,2.000000000000000111e-01
5.500000000000000000e+01,2.000000000000000111e-01
5.600000000000000000e+01,2.000000000000000111e-01
5.700000000000000000e+01,2.000000000000000111e-01
5.800000000000000000e+01,2.000000000000000111e-01
5.900000000000000000e+01,2.000000000000000111e-01
6.000000000000000000e+01,2.000000000000000111e-01
6.100000000000000000e+01,2.000000000000000111e-01
6.200000000000000000e+01,2.800000000000000822e-01
6.300000000000000000e+01,3.400000000000000244e-01
6.400000000000000000e+01,4.000000000000000777e-01
6.500000000000000000e+01,4.600000000000000755e-01
6.600000000000000000e+01,5.200000000000000178e-01
6.700000000000000000e+01,5.800000000000000711e-01
6.800000000000000000e+01,6.400000000000000133e-01
6.900000000000000000e+01,7.000000000000000666e-01
7.000000000000000000e+01,7.600000000000000089e-01
7.100000000000000000e+01,8.199999999999999512e-01
7.200000000000000000e+01,8.799999999999998934e-01
7.300000000000000000e+01,9.399999999999998357e-01
7.400000000000000000e+01,9.999999999999997780e-01
7.500000000000000000e+01,1.060000000000000053e+00
7.600000000000000000e+01,1.119999999999999885e+00
7.700000000000000000e+01,1.179999999999999938e+00
7.800000000000000000e+01,1.259999999999999787e+00
7.900000000000000000e+01,1.319999999999999840e+00
8.000000000000000000e+01,1.379999999999999893e+00
8.100000000000000000e+01,1.439999999999999947e+00
8.200000000000000000e+01,1.600000000000000089e+00
8.300000000000000000e+01,1.760000000000000231e+00
8.400000000000000000e+01,1.919999999999999929e+00
8.500000000000000000e+01,2.079999999999999627e+00
8.600000000000000000e+01,2.180000000000000160e+00
8.700000000000000000e+01,2.279999999999999805e+00
8.800000000000000000e+01,2.379999999999999893e+00
8.900000000000000000e+01,2.479999999999999538e+00
9.000000000000000000e+01,2.579999999999999627e+00
9.100000000000000000e+01,2.679999999999999716e+00
9.200000000000000000e+01,2.779999999999999805e+00
9.300000000000000000e+01,2.879999999999999893e+00
9.400000000000000000e+01,2.979999999999999538e+00
9.500000000000000000e+01,3.079999999999999627e+00
9.600000000000000000e+01,3.180000000000000604e+00
9.700000000000000000e+01,3.280000000000001137e+00
9.800000000000000000e+01,3.380000000000000338e+00
9.900000000000000000e+01,3.480000000000000426e+00
1.000000000000000000e+02,3.580000000000000959e+00
1.010000000000000000e+02,3.680000000000001048e+00
1.020000000000000000e+02,3.780000000000001137e+00
1.030000000000000000e+02,3.880000000000000338e+00
1.040000000000000000e+02,3.980000000000001315e+00
1.050000000000000000e+02,4.080000000000000959e+00
1.060000000000000000e+02,4.179999999999998828e+00
1.070000000000000000e+02,4.280000000000000249e+00
1.080000000000000000e+02,4.439999999999999503e+00
1.090000000000000000e+02,4.560000000000000497e+00
1.100000000000000000e+02,4.680000000000000604e+00
1.110000000000000000e+02,4.799999999999999822e+00
1.120000000000000000e+02,4.919999999999999929e+00
1.130000000000000000e+02,5.039999999999999147e+00
1.140000000000000000e+02,5.160000000000000142e+00
1.150000000000000000e+02,5.280000000000000249e+00
1.160000000000000000e+02,5.400000000000000355e+00
1.170000000000000000e+02,5.519999999999999574e+00
1.180000000000000000e+02,5.639999999999998792e+00
1.190000000000000000e+02,5.660000000000000142e+00
1.200000000000000000e+02,5.740000000000000213e+00
1.210000000000000000e+02,5.820000000000000284e+00
1.220000000000000000e+02,5.900000000000001243e+00
1.230000000000000000e+02,5.980000000000001315e+00
1.240000000000000000e+02,6.060000000000000497e+00
1.250000000000000000e+02,6.140000000000000568e+00
1.260000000000000000e+02,6.220000000000000639e+00
1.270000000000000000e+02,6.300000000000000711e+00
1.280000000000000000e+02,6.380000000000000782e+00
1.290000000000000000e+02,6.460000000000000853e+00
1.300000000000000000e+02,6.560000000000000497e+00
1.310000000000000000e+02,6.660000000000001030e+00
1.320000000000000000e+02,6.760000000000000675e+00
1.330000000000000000e+02,6.860000000000001208e+00
1.340000000000000000e+02,6.959999999999999076e+00
1.350000000000000000e+02,7.060000000000000497e+00
1.360000000000000000e+02,7.160000000000001030e+00
1.370000000000000000e+02,7.260000000000000675e+00
1.380000000000000000e+02,7.359999999999999432e+00
1.390000000000000000e+02,7.460000000000000853e+00
1.400000000000000000e+02,7.560000000000000497e+00
1.410000000000000000e+02,7.720000000000000639e+00
1.420000000000000000e+02,7.820000000000000284e+00
1.430000000000000000e+02,7.920000000000001705e+00
1.440000000000000000e+02,8.019999999999999574e+00
1.450000000000000000e+02,8.120000000000000995e+00
1.460000000000000000e+02,8.220000000000000639e+00
1.470000000000000000e+02,8.320000000000000284e+00
1.480000000000000000e+02,8.419999999999999929e+00
1.490000000000000000e+02,8.520000000000001350e+00
1.500000000000000000e+02,8.620000000000000995e+00
1.510000000000000000e+02,8.720000000000000639e+00
1.520000000000000000e+02,8.820000000000000284e+00
1.530000000000000000e+02,8.919999999999999929e+00
1.540000000000000000e+02,9.020000000000001350e+00
1.550000000000000000e+02,9.120000000000000995e+00
1.560000000000000000e+02,9.220000000000000639e+00
1.570000000000000000e+02,9.320000000000002061e+00
1.580000000000000000e+02,9.420000000000001705e+00
1.590000000000000000e+02,9.519999999999999574e+00
1.600000000000000000e+02,9.620000000000000995e+00
1.610000000000000000e+02,9.720000000000000639e+00
1.620000000000000000e+02,9.820000000000002061e+00
1.630000000000000000e+02,9.920000000000001705e+00
1.640000000000000000e+02,1.001999999999999957e+01
1.650000000000000000e+02,1.012000000000000099e+01
1.660000000000000000e+02,1.022000000000000242e+01
1.670000000000000000e+02,1.032000000000000206e+01
1.680000000000000000e+02,1.041999999999999993e+01
1.690000000000000000e+02,1.054000000000000092e+01
1.700000000000000000e+02,1.066000000000000014e+01
1.710000000000000000e+02,1.078000000000000114e+01
1.720000000000000000e+02,1.090000000000000036e+01
1.730000000000000000e+02,1.101999999999999957e+01
1.740000000000000000e+02,1.114000000000000057e+01
1.750000000000000000e+02,1.126000000000000156e+01
1.760000000000000000e+02,1.138000000000000078e+01
1.770000000000000000e+02,1.150000000000000000e+01
1.780000000000000000e+02,1.162000000000000099e+01
1.790000000000000000e+02,1.174000000000000021e+01
1.800000000000000000e+02,1.184000000000000163e+01
1.810000000000000000e+02,1.194000000000000128e+01
1.820000000000000000e+02,1.204000000000000092e+01
1.830000000000000000e+02,1.214000000000000234e+01
1.840000000000000000e+02,1.224000000000000021e+01
1.850000000000000000e+02,1.244000000000000128e+01
1.860000000000000000e+02,1.264000000000000057e+01
1.870000000000000000e+02,1.283999999999999808e+01
1.880000000000000000e+02,1.304000000000000092e+01
1.890000000000000000e+02,1.323999999999999844e+01
1.900000000000000000e+02,1.344000000000000128e+01
1.910000000000000000e+02,1.364000000000000057e+01
1.920000000000000000e+02,1.383999999999999986e+01
1.930000000000000000e+02,1.404000000000000092e+01
1.940000000000000000e+02,1.423999999999999844e+01
1.950000000000000000e+02,1.444000000000000128e+01
1.960000000000000000e+02,1.464000000000000057e+01
1.970000000000000000e+02,1.483999999999999986e+01
1.980000000000000000e+02,1.504000000000000092e+01
1.990000000000000000e+02,1.523999999999999844e+01
2.000000000000000000e+02,1.534000000000000341e+01
2.010000000000000000e+02,1.544000000000000128e+01
2.020000000000000000e+02,1.554000000000000092e+01
2.030000000000000000e+02,1.563999999999999702e+01
2.040000000000000000e+02,1.573999999999999844e+01
2.050000000000000000e+02,1.583999999999999986e+01
2.060000000000000000e+02,1.593999999999999773e+01
2.070000000000000000e+02,1.603999999999999915e+01
2.080000000000000000e+02,1.613999999999999702e+01
2.090000000000000000e+02,1.624000000000000199e+01
2.100000000000000000e+02,1.633999999999999986e+01
2.110000000000000000e+02,1.643999999999999773e+01
2.120000000000000000e+02,1.653999999999999915e+01
2.130000000000000000e+02,1.663999999999999702e+01
2.140000000000000000e+02,1.674000000000000199e+01
