time_0,x_0,y_0,time_1,x_1,y_1,time_2,x_2,y_2
0.000000000000000000e+00,6.366666666666667140e-01,3.699999999999999956e-01,0.000000000000000000e+00,6.366666666666667140e-01,4.966666666666666452e-01,0.000000000000000000e+00,4.833333333333333370e-01,4.500000000000000111e-01
0.000000000000000000e+00,6.300000000000000044e-01,3.033333333333333437e-01,1.900000000000000000e+01,5.699999999999999512e-01,5.033333333333332993e-01,3.500000000000000000e+01,4.166666666666666852e-01,4.566666666666666652e-01
1.100000000000000000e+01,6.233333333333332948e-01,2.366666666666666641e-01,3.000000000000000000e+01,5.033333333333332993e-01,5.100000000000000089e-01,4.600000000000000000e+01,3.499999999999999778e-01,4.633333333333333193e-01
2.200000000000000000e+01,6.166666666666666963e-01,1.700000000000000122e-01,4.100000000000000000e+01,4.966666666666666452e-01,5.766666666666666607e-01,5.700000000000000000e+01,2.833333333333333259e-01,4.699999999999999734e-01
3.300000000000000000e+01,6.099999999999999867e-01,1.033333333333333326e-01,5.200000000000000000e+01,5.633333333333333526e-01,5.833333333333333703e-01,6.800000000000000000e+01,2.166666666666666741e-01,4.766666666666666829e-01
4.400000000000000000e+01,6.033333333333333881e-01,3.666666666666666685e-02,6.300000000000000000e+01,6.300000000000000044e-01,5.899999999999999689e-01,7.900000000000000000e+01,1.499999999999999944e-01,4.833333333333333370e-01
5.500000000000000000e+01,5.366666666666666252e-01,2.999999999999999889e-02,7.400000000000000000e+01,6.966666666666666563e-01,5.966666666666666785e-01,9.000000000000000000e+01,8.333333333333332871e-02,4.899999999999999911e-01
6.600000000000000000e+01,4.699999999999999734e-01,2.333333333333333440e-02,8.500000000000000000e+01,7.633333333333333082e-01,6.033333333333333881e-01,1.010000000000000000e+02,1.666666666666666644e-02,4.966666666666666452e-01
7.700000000000000000e+01,4.033333333333333215e-01,1.666666666666666644e-02,9.600000000000000000e+01,7.566666666666667096e-01,6.700000000000000400e-01,1.120000000000000000e+02,1.000000000000000021e-02,5.633333333333333526e-01
8.800000000000000000e+01,3.366666666666666696e-01,1.000000000000000021e-02,1.070000000000000000e+02,6.899999999999999467e-01,6.766666666666666385e-01,1.230000000000000000e+02,7.666666666666666075e-02,5.699999999999999512e-01
9.900000000000000000e+01,2.700000000000000178e-01,3.333333333333333547e-03,1.180000000000000000e+02,6.233333333333332948e-01,6.833333333333333481e-01,1.340000000000000000e+02,1.433333333333333404e-01,5.766666666666666607e-01
1.100000000000000000e+02,2.766666666666666718e-01,7.666666666666666075e-02,1.290000000000000000e+02,5.566666666666666430e-01,6.899999999999999467e-01,1.450000000000000000e+02,2.099999999999999922e-01,5.833333333333333703e-01
1.220000000000000000e+02,3.433333333333333237e-01,8.333333333333332871e-02,1.400000000000000000e+02,4.899999999999999911e-01,6.966666666666666563e-01,1.560000000000000000e+02,2.766666666666666718e-01,5.899999999999999689e-01
1.330000000000000000e+02,4.099999999999999756e-01,8.999999999999999667e-02,1.510000000000000000e+02,4.233333333333333393e-01,7.033333333333333659e-01,1.670000000000000000e+02,3.433333333333333237e-01,5.966666666666666785e-01
1.440000000000000000e+02,4.766666666666666829e-01,9.666666666666666463e-02,1.620000000000000000e+02,4.166666666666666852e-01,7.700000000000000178e-01,1.780000000000000000e+02,3.366666666666666696e-01,6.633333333333333304e-01
1.550000000000000000e+02,4.699999999999999734e-01,1.633333333333333304e-01,1.730000000000000000e+02,4.833333333333333370e-01,7.766666666666666163e-01,1.890000000000000000e+02,2.700000000000000178e-01,6.700000000000000400e-01
1.660000000000000000e+02,4.033333333333333215e-01,1.700000000000000122e-01,1.840000000000000000e+02,5.500000000000000444e-01,7.833333333333333259e-01,2.000000000000000000e+02,2.033333333333333381e-01,6.766666666666666385e-01
1.770000000000000000e+02,3.366666666666666696e-01,1.766666666666666663e-01,1.950000000000000000e+02,6.166666666666666963e-01,7.900000000000000355e-01,2.110000000000000000e+02,1.366666666666666585e-01,6.833333333333333481e-01
1.880000000000000000e+02,3.699999999999999956e-01,2.433333333333333459e-01,2.060000000000000000e+02,6.833333333333333481e-01,7.966666666666666341e-01,2.220000000000000000e+02,7.000000000000000666e-02,6.899999999999999467e-01
2.030000000000000000e+02,4.366666666666666474e-01,2.500000000000000000e-01,2.170000000000000000e+02,7.500000000000000000e-01,8.033333333333333437e-01,2.330000000000000000e+02,3.333333333333333547e-03,6.966666666666666563e-01
2.140000000000000000e+02,5.033333333333332993e-01,2.566666666666666541e-01,2.280000000000000000e+02,8.166666666666666519e-01,8.100000000000000533e-01,2.440000000000000000e+02,1.000000000000000021e-02,7.633333333333333082e-01
2.250000000000000000e+02,4.966666666666666452e-01,3.233333333333333059e-01,2.390000000000000000e+02,8.833333333333333037e-01,8.166666666666666519e-01,2.550000000000000000e+02,7.666666666666666075e-02,7.700000000000000178e-01
2.360000000000000000e+02,4.299999999999999933e-01,3.300000000000000155e-01,2.500000000000000000e+02,9.499999999999999556e-01,8.233333333333333615e-01,2.660000000000000000e+02,1.433333333333333404e-01,7.766666666666666163e-01
2.470000000000000000e+02,4.566666666666666652e-01,3.966666666666666674e-01,2.610000000000000000e+02,9.433333333333333570e-01,8.900000000000000133e-01,2.770000000000000000e+02,2.099999999999999922e-01,7.833333333333333259e-01
2.610000000000000000e+02,5.233333333333333171e-01,4.033333333333333215e-01,2.720000000000000000e+02,8.766666666666667052e-01,8.966666666666666119e-01,2.880000000000000000e+02,2.766666666666666718e-01,7.900000000000000355e-01
2.720000000000000000e+02,5.166666666666667185e-01,4.699999999999999734e-01,2.830000000000000000e+02,8.100000000000000533e-01,8.900000000000000133e-01,2.990000000000000000e+02,3.433333333333333237e-01,7.966666666666666341e-01
2.830000000000000000e+02,5.899999999999999689e-01,4.566666666666666652e-01,2.940000000000000000e+02,7.433333333333332904e-01,8.833333333333333037e-01,3.100000000000000000e+02,3.766666666666666496e-01,7.299999999999999822e-01
2.980000000000000000e+02,6.566666666666666208e-01,4.633333333333333193e-01,3.050000000000000000e+02,6.766666666666666385e-01,8.766666666666667052e-01,3.250000000000000000e+02,4.099999999999999756e-01,6.700000000000000400e-01
3.090000000000000000e+02,7.233333333333333837e-01,4.699999999999999734e-01,3.160000000000000000e+02,6.099999999999999867e-01,8.699999999999999956e-01,3.390000000000000000e+02,4.433333333333333570e-01,6.099999999999999867e-01
3.200000000000000000e+02,7.900000000000000355e-01,4.766666666666666829e-01,3.270000000000000000e+02,5.433333333333333348e-01,8.633333333333332860e-01,3.530000000000000000e+02,4.500000000000000111e-01,5.433333333333333348e-01
3.330000000000000000e+02,8.566666666666666874e-01,4.833333333333333370e-01,3.380000000000000000e+02,4.766666666666666829e-01,8.566666666666666874e-01,3.680000000000000000e+02,3.833333333333333592e-01,5.300000000000000266e-01
3.440000000000000000e+02,9.233333333333333393e-01,4.899999999999999911e-01,3.490000000000000000e+02,4.099999999999999756e-01,8.499999999999999778e-01,3.800000000000000000e+02,3.433333333333333237e-01,3.900000000000000133e-01
3.550000000000000000e+02,9.899999999999999911e-01,4.766666666666666829e-01,3.600000000000000000e+02,3.433333333333333237e-01,8.433333333333333792e-01,4.070000000000000000e+02,3.366666666666666696e-01,3.233333333333333059e-01
3.670000000000000000e+02,9.966666666666667007e-01,4.099999999999999756e-01,3.710000000000000000e+02,3.366666666666666696e-01,9.100000000000000311e-01,4.180000000000000000e+02,3.300000000000000155e-01,2.566666666666666541e-01
3.780000000000000000e+02,9.833333333333332815e-01,3.433333333333333237e-01,3.820000000000000000e+02,4.033333333333333215e-01,9.166666666666666297e-01,4.290000000000000000e+02,3.233333333333333059e-01,1.900000000000000022e-01
3.900000000000000000e+02,9.766666666666666829e-01,2.766666666666666718e-01,3.930000000000000000e+02,4.699999999999999734e-01,9.233333333333333393e-01,4.400000000000000000e+02,2.899999999999999800e-01,1.300000000000000044e-01
4.010000000000000000e+02,9.699999999999999734e-01,2.099999999999999922e-01,4.040000000000000000e+02,5.366666666666666252e-01,9.300000000000000488e-01,4.540000000000000000e+02,2.233333333333333282e-01,1.233333333333333365e-01
4.120000000000000000e+02,9.633333333333333748e-01,1.433333333333333404e-01,4.150000000000000000e+02,6.033333333333333881e-01,9.366666666666666474e-01,4.650000000000000000e+02,2.166666666666666741e-01,5.666666666666666380e-02
4.230000000000000000e+02,9.566666666666666652e-01,7.666666666666666075e-02,4.260000000000000000e+02,6.700000000000000400e-01,9.433333333333333570e-01,4.760000000000000000e+02,1.499999999999999944e-01,5.000000000000000278e-02
4.340000000000000000e+02,9.499999999999999556e-01,1.000000000000000021e-02,4.370000000000000000e+02,7.366666666666666918e-01,9.499999999999999556e-01,4.870000000000000000e+02,8.333333333333332871e-02,4.333333333333333481e-02
4.450000000000000000e+02,8.833333333333333037e-01,3.333333333333333547e-03,4.480000000000000000e+02,8.033333333333333437e-01,9.566666666666666652e-01,4.980000000000000000e+02,1.666666666666666644e-02,3.666666666666666685e-02
4.560000000000000000e+02,8.166666666666666519e-01,1.000000000000000021e-02,4.590000000000000000e+02,8.699999999999999956e-01,9.699999999999999734e-01,5.090000000000000000e+02,1.000000000000000021e-02,1.033333333333333326e-01
4.670000000000000000e+02,7.500000000000000000e-01,1.666666666666666644e-02,4.710000000000000000e+02,9.366666666666666474e-01,9.766666666666666829e-01,5.200000000000000000e+02,7.666666666666666075e-02,1.100000000000000006e-01
4.780000000000000000e+02,6.833333333333333481e-01,2.333333333333333440e-02,4.820000000000000000e+02,9.966666666666667007e-01,9.366666666666666474e-01,5.310000000000000000e+02,1.433333333333333404e-01,1.166666666666666685e-01
4.890000000000000000e+02,6.899999999999999467e-01,8.999999999999999667e-02,4.970000000000000000e+02,9.966666666666667007e-01,7.633333333333333082e-01,5.420000000000000000e+02,1.366666666666666585e-01,1.833333333333333204e-01
5.000000000000000000e+02,7.566666666666667096e-01,9.666666666666666463e-02,5.230000000000000000e+02,9.899999999999999911e-01,6.966666666666666563e-01,5.530000000000000000e+02,7.000000000000000666e-02,1.900000000000000022e-01
5.110000000000000000e+02,8.233333333333333615e-01,1.033333333333333326e-01,5.340000000000000000e+02,9.833333333333332815e-01,6.300000000000000044e-01,5.640000000000000000e+02,3.333333333333333547e-03,1.966666666666666563e-01
5.220000000000000000e+02,8.900000000000000133e-01,1.100000000000000006e-01,5.450000000000000000e+02,9.766666666666666829e-01,5.633333333333333526e-01,5.750000000000000000e+02,1.000000000000000021e-02,2.633333333333333082e-01
5.330000000000000000e+02,8.833333333333333037e-01,1.766666666666666663e-01,5.560000000000000000e+02,9.699999999999999734e-01,4.966666666666666452e-01,5.860000000000000000e+02,7.666666666666666075e-02,2.700000000000000178e-01
5.440000000000000000e+02,8.166666666666666519e-01,1.833333333333333204e-01,5.670000000000000000e+02,9.033333333333333215e-01,5.033333333333332993e-01,5.970000000000000000e+02,1.433333333333333404e-01,2.766666666666666718e-01
5.550000000000000000e+02,7.500000000000000000e-01,1.900000000000000022e-01,5.780000000000000000e+02,8.366666666666666696e-01,5.100000000000000089e-01,6.080000000000000000e+02,2.099999999999999922e-01,2.833333333333333259e-01
5.660000000000000000e+02,7.433333333333332904e-01,2.566666666666666541e-01,5.890000000000000000e+02,7.700000000000000178e-01,5.166666666666667185e-01,6.190000000000000000e+02,2.033333333333333381e-01,3.499999999999999778e-01
5.770000000000000000e+02,8.100000000000000533e-01,2.633333333333333082e-01,6.000000000000000000e+02,7.033333333333333659e-01,5.233333333333333171e-01,6.300000000000000000e+02,1.366666666666666585e-01,3.566666666666666874e-01
5.880000000000000000e+02,8.766666666666667052e-01,2.700000000000000178e-01,6.110000000000000000e+02,8.299999999999999600e-01,5.833333333333333703e-01,6.410000000000000000e+02,7.000000000000000666e-02,3.633333333333333415e-01
5.990000000000000000e+02,8.699999999999999956e-01,3.366666666666666696e-01,6.390000000000000000e+02,8.966666666666666119e-01,5.899999999999999689e-01,6.520000000000000000e+02,3.333333333333333547e-03,3.699999999999999956e-01
6.100000000000000000e+02,8.033333333333333437e-01,3.433333333333333237e-01,6.500000000000000000e+02,8.900000000000000133e-01,6.566666666666666208e-01,6.630000000000000000e+02,2.566666666666666541e-01,3.966666666666666674e-01
6.210000000000000000e+02,7.366666666666666918e-01,3.499999999999999778e-01,6.610000000000000000e+02,8.833333333333333037e-01,7.233333333333333837e-01,7.050000000000000000e+02,2.566666666666666541e-01,2.233333333333333282e-01
6.320000000000000000e+02,8.633333333333332860e-01,4.099999999999999756e-01,6.720000000000000000e+02,8.166666666666666519e-01,7.299999999999999822e-01,7.310000000000000000e+02,4.166666666666666852e-01,3.300000000000000155e-01
6.600000000000000000e+02,5.633333333333333526e-01,3.366666666666666696e-01,6.830000000000000000e+02,4.433333333333333570e-01,6.233333333333332948e-01,7.710000000000000000e+02,3.099999999999999978e-01,8.633333333333332860e-01
7.160000000000000000e+02,5.500000000000000444e-01,1.966666666666666563e-01,7.550000000000000000e+02,2.766666666666666718e-01,9.433333333333333570e-01,8.670000000000000000e+02,2.433333333333333459e-01,8.699999999999999956e-01
7.390000000000000000e+02,5.433333333333333348e-01,1.300000000000000044e-01,8.280000000000000000e+02,3.300000000000000155e-01,9.899999999999999911e-01,8.800000000000000000e+02,1.766666666666666663e-01,8.766666666666667052e-01
nan,nan,nan,8.430000000000000000e+02,3.966666666666666674e-01,9.966666666666667007e-01,8.910000000000000000e+02,1.100000000000000006e-01,8.833333333333333037e-01
nan,nan,nan,8.540000000000000000e+02,4.699999999999999734e-01,9.966666666666667007e-01,9.020000000000000000e+02,4.333333333333333481e-02,8.900000000000000133e-01
nan,nan,nan,nan,nan,nan,9.130000000000000000e+02,3.666666666666666685e-02,9.566666666666666652e-01
nan,nan,nan,nan,nan,nan,9.240000000000000000e+02,1.033333333333333326e-01,9.633333333333333748e-01
nan,nan,nan,nan,nan,nan,9.350000000000000000e+02,1.700000000000000122e-01,9.699999999999999734e-01
nan,nan,nan,nan,nan,nan,9.460000000000000000e+02,2.366666666666666641e-01,9.766666666666666829e-01
