time,delivered,dropped,duplicated,total
0.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.000000000000000000e+00
1.000000000000000000e+00,1.400000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.400000000000000000e+01
2.000000000000000000e+00,2.100000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.100000000000000000e+01
3.000000000000000000e+00,2.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.800000000000000000e+01
4.000000000000000000e+00,3.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.500000000000000000e+01
5.000000000000000000e+00,4.200000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.200000000000000000e+01
6.000000000000000000e+00,4.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.900000000000000000e+01
7.000000000000000000e+00,5.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.600000000000000000e+01
8.000000000000000000e+00,6.300000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.300000000000000000e+01
9.000000000000000000e+00,7.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.000000000000000000e+01
1.000000000000000000e+01,7.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.700000000000000000e+01
1.100000000000000000e+01,8.400000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.400000000000000000e+01
1.200000000000000000e+01,9.100000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.100000000000000000e+01
1.300000000000000000e+01,9.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.800000000000000000e+01
1.400000000000000000e+01,1.050000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.050000000000000000e+02
1.500000000000000000e+01,1.120000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.120000000000000000e+02
1.600000000000000000e+01,1.190000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.190000000000000000e+02
1.700000000000000000e+01,1.260000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.260000000000000000e+02
1.800000000000000000e+01,1.330000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.330000000000000000e+02
1.900000000000000000e+01,1.400000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.400000000000000000e+02
2.000000000000000000e+01,1.470000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.470000000000000000e+02
2.100000000000000000e+01,1.540000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.540000000000000000e+02
2.200000000000000000e+01,1.610000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.610000000000000000e+02
2.300000000000000000e+01,1.680000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.680000000000000000e+02
2.400000000000000000e+01,1.750000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.750000000000000000e+02
2.500000000000000000e+01,1.820000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.820000000000000000e+02
2.600000000000000000e+01,1.890000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.890000000000000000e+02
2.700000000000000000e+01,1.960000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.960000000000000000e+02
2.800000000000000000e+01,2.030000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,2.030000000000000000e+02
2.900000000000000000e+01,2.100000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,2.100000000000000000e+02
3.000000000000000000e+01,2.170000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,2.170000000000000000e+02
3.100000000000000000e+01,2.240000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,2.240000000000000000e+02
3.200000000000000000e+01,2.310000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,2.310000000000000000e+02
3.300000000000000000e+01,2.380000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,2.380000000000000000e+02
3.400000000000000000e+01,2.450000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,2.450000000000000000e+02
3.500000000000000000e+01,2.520000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,2.520000000000000000e+02
3.600000000000000000e+01,2.590000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,2.590000000000000000e+02
3.700000000000000000e+01,2.660000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,2.660000000000000000e+02
3.800000000000000000e+01,2.730000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,2.730000000000000000e+02
3.900000000000000000e+01,2.800000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,2.800000000000000000e+02
4.000000000000000000e+01,2.870000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,2.870000000000000000e+02
4.100000000000000000e+01,2.940000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,2.940000000000000000e+02
4.200000000000000000e+01,3.010000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.010000000000000000e+02
4.300000000000000000e+01,3.080000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.080000000000000000e+02
4.400000000000000000e+01,3.150000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.150000000000000000e+02
4.500000000000000000e+01,3.220000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.220000000000000000e+02
4.600000000000000000e+01,3.290000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.290000000000000000e+02
4.700000000000000000e+01,3.360000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.360000000000000000e+02
4.800000000000000000e+01,3.430000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.430000000000000000e+02
4.900000000000000000e+01,3.500000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.500000000000000000e+02
5.000000000000000000e+01,3.570000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.570000000000000000e+02
5.100000000000000000e+01,3.640000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.640000000000000000e+02
5.200000000000000000e+01,3.710000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.710000000000000000e+02
5.300000000000000000e+01,3.780000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.780000000000000000e+02
5.400000000000000000e+01,3.850000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.850000000000000000e+02
5.500000000000000000e+01,3.920000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.920000000000000000e+02
5.600000000000000000e+01,3.990000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.990000000000000000e+02
5.700000000000000000e+01,4.060000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.060000000000000000e+02
5.800000000000000000e+01,4.130000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.130000000000000000e+02
5.900000000000000000e+01,4.200000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.200000000000000000e+02
6.000000000000000000e+01,4.270000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.270000000000000000e+02
6.100000000000000000e+01,4.340000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.340000000000000000e+02
6.200000000000000000e+01,4.410000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.410000000000000000e+02
6.300000000000000000e+01,4.480000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.480000000000000000e+02
6.400000000000000000e+01,4.550000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.550000000000000000e+02
6.500000000000000000e+01,4.620000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.620000000000000000e+02
6.600000000000000000e+01,4.690000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.690000000000000000e+02
6.700000000000000000e+01,4.760000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.760000000000000000e+02
6.800000000000000000e+01,4.830000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.830000000000000000e+02
6.900000000000000000e+01,4.900000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.900000000000000000e+02
7.000000000000000000e+01,4.970000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.970000000000000000e+02
7.100000000000000000e+01,5.040000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,5.040000000000000000e+02
7.200000000000000000e+01,5.110000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,5.110000000000000000e+02
