time,avg_buffer_pct
1.000000000000000000e+00,3.333333333333333148e-01
2.000000000000000000e+00,3.333333333333333148e-01
3.000000000000000000e+00,3.333333333333333148e-01
4.000000000000000000e+00,3.333333333333333148e-01
5.000000000000000000e+00,3.333333333333333148e-01
6.000000000000000000e+00,3.333333333333333148e-01
7.000000000000000000e+00,3.333333333333333148e-01
8.000000000000000000e+00,3.333333333333333148e-01
9.000000000000000000e+00,3.333333333333333148e-01
1.000000000000000000e+01,3.333333333333333148e-01
1.100000000000000000e+01,3.333333333333333148e-01
1.200000000000000000e+01,3.333333333333333148e-01
1.300000000000000000e+01,3.333333333333333148e-01
1.400000000000000000e+01,3.333333333333333148e-01
1.500000000000000000e+01,3.333333333333333148e-01
1.600000000000000000e+01,3.333333333333333148e-01
1.700000000000000000e+01,3.333333333333333148e-01
1.800000000000000000e+01,3.333333333333333148e-01
1.900000000000000000e+01,3.333333333333333148e-01
2.000000000000000000e+01,3.333333333333333148e-01
2.100000000000000000e+01,3.333333333333333148e-01
2.200000000000000000e+01,3.333333333333333148e-01
2.300000000000000000e+01,3.333333333333333148e-01
2.400000000000000000e+01,3.333333333333333148e-01
2.500000000000000000e+01,3.333333333333333148e-01
2.600000000000000000e+01,3.333333333333333148e-01
2.700000000000000000e+01,3.333333333333333148e-01
2.800000000000000000e+01,3.333333333333333148e-01
2.900000000000000000e+01,3.333333333333333148e-01
3.000000000000000000e+01,3.333333333333333148e-01
3.100000000000000000e+01,3.333333333333333148e-01
3.200000000000000000e+01,3.333333333333333148e-01
3.300000000000000000e+01,3.333333333333333148e-01
3.400000000000000000e+01,3.333333333333333148e-01
3.500000000000000000e+01,3.333333333333333148e-01
3.600000000000000000e+01,3.333333333333333148e-01
3.700000000000000000e+01,3.333333333333333148e-01
3.800000000000000000e+01,3.333333333333333148e-01
3.900000000000000000e+01,3.333333333333333148e-01
4.000000000000000000e+01,3.333333333333333148e-01
4.100000000000000000e+01,3.333333333333333148e-01
4.200000000000000000e+01,3.333333333333333148e-01
4.300000000000000000e+01,3.333333333333333148e-01
4.400000000000000000e+01,3.333333333333333148e-01
4.500000000000000000e+01,3.333333333333333148e-01
4.600000000000000000e+01,3.333333333333333148e-01
4.700000000000000000e+01,3.333333333333333148e-01
4.800000000000000000e+01,3.333333333333333148e-01
4.900000000000000000e+01,3.333333333333333148e-01
5.000000000000000000e+01,3.333333333333333148e-01
5.100000000000000000e+01,3.333333333333333148e-01
5.200000000000000000e+01,3.333333333333333148e-01
5.300000000000000000e+01,3.333333333333333148e-01
5.400000000000000000e+01,3.333333333333333148e-01
5.500000000000000000e+01,3.333333333333333148e-01
5.600000000000000000e+01,3.333333333333333148e-01
5.700000000000000000e+01,3.333333333333333148e-01
5.800000000000000000e+01,3.333333333333333148e-01
5.900000000000000000e+01,3.333333333333333148e-01
6.000000000000000000e+01,3.333333333333333148e-01
6.100000000000000000e+01,3.333333333333333148e-01
6.200000000000000000e+01,3.333333333333333148e-01
6.300000000000000000e+01,3.333333333333333148e-01
6.400000000000000000e+01,3.333333333333333148e-01
6.500000000000000000e+01,3.333333333333333148e-01
6.600000000000000000e+01,3.333333333333333148e-01
6.700000000000000000e+01,3.333333333333333148e-01
6.800000000000000000e+01,3.333333333333333148e-01
6.900000000000000000e+01,3.333333333333333148e-01
7.000000000000000000e+01,3.333333333333333148e-01
7.100000000000000000e+01,3.333333333333333148e-01
7.200000000000000000e+01,3.333333333333333148e-01
7.300000000000000000e+01,3.333333333333333148e-01
7.400000000000000000e+01,3.333333333333333148e-01
7.500000000000000000e+01,3.333333333333333148e-01
7.600000000000000000e+01,3.333333333333333148e-01
7.700000000000000000e+01,3.333333333333333148e-01
7.800000000000000000e+01,3.333333333333333148e-01
7.900000000000000000e+01,4.285714285714286587e-01
8.000000000000000000e+01,4.761904761904762196e-01
8.100000000000000000e+01,5.238095238095238360e-01
8.200000000000000000e+01,5.714285714285713969e-01
8.300000000000000000e+01,8.571428571428570953e-01
8.400000000000000000e+01,9.523809523809522171e-01
8.500000000000000000e+01,1.238095238095237915e+00
8.600000000000000000e+01,1.380952380952380931e+00
8.700000000000000000e+01,1.619047619047618847e+00
8.800000000000000000e+01,1.809523809523809534e+00
8.900000000000000000e+01,2.142857142857142350e+00
9.000000000000000000e+01,2.285714285714285587e+00
9.100000000000000000e+01,2.428571428571428381e+00
9.200000000000000000e+01,2.571428571428571619e+00
9.300000000000000000e+01,3.047619047619047450e+00
9.400000000000000000e+01,3.380952380952380487e+00
9.500000000000000000e+01,3.809523809523809312e+00
9.600000000000000000e+01,4.190476190476190688e+00
9.700000000000000000e+01,4.428571428571428825e+00
9.800000000000000000e+01,4.761904761904761862e+00
9.900000000000000000e+01,5.047619047619048338e+00
1.000000000000000000e+02,5.428571428571428825e+00
1.010000000000000000e+02,5.761904761904761862e+00
1.020000000000000000e+02,6.142857142857143238e+00
1.030000000000000000e+02,6.476190476190475387e+00
1.040000000000000000e+02,6.857142857142858539e+00
1.050000000000000000e+02,7.428571428571428825e+00
1.060000000000000000e+02,7.904761904761905100e+00
1.070000000000000000e+02,8.095238095238094900e+00
1.080000000000000000e+02,8.380952380952379599e+00
1.090000000000000000e+02,8.857142857142857650e+00
1.100000000000000000e+02,9.380952380952381375e+00
1.110000000000000000e+02,9.904761904761906877e+00
1.120000000000000000e+02,1.100000000000000000e+01
1.130000000000000000e+02,1.180952380952380842e+01
1.140000000000000000e+02,1.247619047619047628e+01
1.150000000000000000e+02,1.323809523809523725e+01
1.160000000000000000e+02,1.390476190476190688e+01
1.170000000000000000e+02,1.461904761904762040e+01
1.180000000000000000e+02,1.528571428571428825e+01
1.190000000000000000e+02,1.600000000000000000e+01
1.200000000000000000e+02,1.666666666666666785e+01
1.210000000000000000e+02,1.728571428571428470e+01
1.220000000000000000e+02,1.790476190476190510e+01
1.230000000000000000e+02,1.895238095238095255e+01
1.240000000000000000e+02,1.995238095238095255e+01
1.250000000000000000e+02,2.090476190476190155e+01
1.260000000000000000e+02,2.171428571428571530e+01
1.270000000000000000e+02,2.242857142857142705e+01
1.280000000000000000e+02,2.314285714285714590e+01
1.290000000000000000e+02,2.380952380952380665e+01
1.300000000000000000e+02,2.447619047619047805e+01
1.310000000000000000e+02,2.514285714285714235e+01
1.320000000000000000e+02,2.580952380952380665e+01
1.330000000000000000e+02,2.652380952380952195e+01
1.340000000000000000e+02,2.723809523809523725e+01
1.350000000000000000e+02,2.785714285714285765e+01
1.360000000000000000e+02,2.857142857142856585e+01
1.370000000000000000e+02,2.933333333333333215e+01
1.380000000000000000e+02,3.009523809523809845e+01
1.390000000000000000e+02,3.076190476190475920e+01
1.400000000000000000e+02,3.152380952380952195e+01
1.410000000000000000e+02,3.223809523809524080e+01
1.420000000000000000e+02,3.299999999999999289e+01
1.430000000000000000e+02,3.371428571428570820e+01
1.440000000000000000e+02,3.442857142857143060e+01
1.450000000000000000e+02,3.533333333333333570e+01
1.460000000000000000e+02,3.609523809523809490e+01
1.470000000000000000e+02,3.685714285714285410e+01
1.480000000000000000e+02,3.757142857142856940e+01
1.490000000000000000e+02,3.833333333333332860e+01
1.500000000000000000e+02,3.909523809523809490e+01
1.510000000000000000e+02,3.985714285714285410e+01
1.520000000000000000e+02,4.061904761904761330e+01
1.530000000000000000e+02,4.138095238095238670e+01
1.540000000000000000e+02,4.228571428571428470e+01
1.550000000000000000e+02,4.319047619047619690e+01
1.560000000000000000e+02,4.409523809523808779e+01
1.570000000000000000e+02,4.500000000000000711e+01
1.580000000000000000e+02,4.590476190476191221e+01
1.590000000000000000e+02,4.680952380952381020e+01
1.600000000000000000e+02,4.761904761904762751e+01
1.610000000000000000e+02,4.842857142857143060e+01
1.620000000000000000e+02,4.923809523809524080e+01
1.630000000000000000e+02,5.004761904761904390e+01
1.640000000000000000e+02,5.085714285714285410e+01
1.650000000000000000e+02,5.166666666666667140e+01
1.660000000000000000e+02,5.247619047619047450e+01
1.670000000000000000e+02,5.328571428571428470e+01
1.680000000000000000e+02,5.409523809523808779e+01
1.690000000000000000e+02,5.490476190476190510e+01
1.700000000000000000e+02,5.571428571428572241e+01
1.710000000000000000e+02,5.652380952380951840e+01
1.720000000000000000e+02,5.733333333333333570e+01
1.730000000000000000e+02,5.814285714285714590e+01
1.740000000000000000e+02,5.895238095238095610e+01
1.750000000000000000e+02,5.971428571428572241e+01
1.760000000000000000e+02,6.047619047619047450e+01
1.770000000000000000e+02,6.123809523809524080e+01
1.780000000000000000e+02,6.195238095238094900e+01
1.790000000000000000e+02,6.266666666666666430e+01
1.800000000000000000e+02,6.338095238095238670e+01
1.810000000000000000e+02,6.409523809523808779e+01
1.820000000000000000e+02,6.471428571428570820e+01
1.830000000000000000e+02,6.533333333333332860e+01
1.840000000000000000e+02,6.609523809523808779e+01
1.850000000000000000e+02,6.666666666666665719e+01
1.860000000000000000e+02,6.709523809523810201e+01
1.870000000000000000e+02,6.752380952380951840e+01
1.880000000000000000e+02,6.795238095238094900e+01
1.890000000000000000e+02,6.838095238095237960e+01
1.900000000000000000e+02,6.876190476190475920e+01
